resto_id,resto_name,resto_type,resto_rating,rating_numbers,average_operation_hours,resto_address,check_payment,cash_payment_only,debit_card_payment,credit_card_payment,voucher_payment,phone_NFC_payment,dog_allowed,suitable_for_children,high_chair_facility,bar_facility,toilet_facility,netral_gender_toilet_facility,wifi_facility,paid_wifi_facility,free_wifi_facility,high_class_atmosphere,viral_atmosphere,comfortable_atmosphere,relaxed_atmosphere,sell_alcohol,sell_beer,sell_fast_food,sell_late_night_food,sell_organic_food,sell_cocktail,sell_coffee,all_you_can_eat,sell_halal_food,menu_for_childern,healty_menu,vegetarian_menu,sell_wine,contactless_deliverys_services,take_away,drive_through,dine_in,delivery,open_space
42,Warung Makan Ridho Barokah,Restoran Jawa,3.0,2,12.0,"Jl Ngesrep Barat V No.17 C, Kel Srondol Kulon, Kec Banyumanik, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,Burjo Sari - Rasa,Restoran Masakan Ayam,4.9,9,3.0,"Jl. Ngesrep Tim. V Dalam II, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
45,WARUNG MAKAN MBAK JAMU,Restoran Jawa,4.1,18,11.0,"XC39+3G8, Jl. Ngesrep Barat IV, RT.1/RW.8, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,Nasi Ayam Yu Tik,Restoran Masakan Ayam,4.3,34,17.0,"Jl. Prof. Sudarto No.2, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,Gudeg Mbah Mamah,Restoran,4.9,11,11.0,"Jl. Ngesrep Tim. V No.21a, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,Warung Makan Bu Mar,Kedai Sarapan & Makan Siang,5.0,2,6.85714286,"Jl. Ngesrep Bar. V Kel No.4, RT.01/RW.08, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
49,Halal Food,Restoran,5.0,4,18.0,"Jl. Rowosari Tengah, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
51,Boga Kitchen Tembalang Semarang,Restoran Jepang,2.9,67,13.0,"Jl. Ngesrep Tim. V No.40-36, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
52,Padang Murah Sumurboto Banyumanik,Rumah Makan,2.5,18,11.0,"Jl. Ngesrep Tim. V Dalam II, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,Warung Makan Mbak lis,Restoran Jawa,4.5,2,14.0,"Jl. Ngesrep Tim. V No.8, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,RICE and SHINE (Hotplate Meals),Restoran Masakan Ayam,4.5,890,5.5,"Jl. Ngesrep Tim. V, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
57,Yulian Romanisti Special Kremes,Restoran Masakan Ayam,5.0,1,15.0,"Jl. Setia Budi No.121, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
59,RM Citra Bundo,Restoran Padang,4.5,172,12.0,"Jl. Setia Budi No.38 B, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
60,Penyetan Kanestrend,Restoran Betawi,4.6,69,10.0,"Jl. Prof. Sudarto No.51, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,Penyetan Kanestrend,Restoran Betawi,4.6,69,10.0,"Jl. Prof. Sudarto No.51, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,Kedai Lalapo,Restoran Keluarga,5.0,7,4.71428571,"Jl. Sumur Boto Bar. III No.16, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
63,WARUNG MAKAN MBAK SUM,Restoran Jawa,4.3,4,9.5,"Jl. Ngesrep Barat IV No.11, RT.1/RW.8, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50263",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
64,Kedai prasmanan 12k,Restoran Prasmanan,4.5,2,7.71428571,"Jl. Tirto Usodo Tim. No.40 b, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,Restauran VitaminSea Semarang,Restoran Seafood,4.8,20,11.0,"WC99+MW2, Jl. Grafika Raya, Banyumanik, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50264",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
